,Ticker,Name,Weight (%),Price,Shares,Market Value,Sector,Year
14359,SIMG,SILICON IMAGE INC.,0.0,4.7,18065.0,84905.5,Information Technology,2011
14360,EPIQ,EPIQ SYSTEMS INC,0.0,12.02,7130.0,85702.6,Information Technology,2011
14361,XRTX,XYRATEX LTD,0.0,13.32,6508.0,86686.56,Information Technology,2011
14362,VOCS,VOCUS INC,0.0,22.09,4011.0,88602.99,Information Technology,2011
14363,MRCY,MERCURY SYSTEMS INC,0.0,13.29,6859.0,91156.11,Information Technology,2011
14364,FIO,FUSION-IO INC,0.0,24.2,3807.0,92129.4,Information Technology,2011
14365,XXIA,IXIA,0.0,10.51,8770.0,92172.7,Information Technology,2011
14366,IN,INTERMEC INC.,0.0,6.86,13504.0,92637.44,Information Technology,2011
14367,CODE,SPANSION INC. CL A,0.0,8.28,11427.0,94615.56,Information Technology,2011
14368,SMCI,SUPER MICRO COMPUTER INC,0.0,15.68,6101.0,95663.68,Information Technology,2011
14369,DMAN,DEMANDTEC INC,0.0,13.17,7328.0,96509.76,Information Technology,2011
14370,AMCC,APPLIED MICRO CIRCUITS CORP.,0.0,6.72,14405.0,96801.6,Information Technology,2011
14371,AMKR,AMKOR TECHNOLOGY INC,0.0,4.36,22210.0,96835.6,Information Technology,2011
14372,INSP,INFOSPACE INC,0.0,10.99,9048.0,99437.52,Information Technology,2011
14373,ENTR,ENTROPIC COMMUNICATIONS INC,0.0,5.11,19478.0,99532.58,Information Technology,2011
14374,CKP,CHECKPOINT SYSTEM INC,0.0,10.94,9119.0,99761.86,Information Technology,2011
14375,MPWR,MONOLITHIC POWER SYSTEMS INC,0.0,15.07,6809.0,102611.63,Information Technology,2011
14376,TNS,TNS INC.,0.0,17.72,5793.0,102651.96,Information Technology,2011
14377,SSNC,SS AND C TECHNOLOGIES HOLDINGS INC,0.0,18.06,5738.0,103628.28,Information Technology,2011
14378,DTSI,DTS INC.,0.0,27.24,3964.0,107979.36,Information Technology,2011
14379,LAVA,MAGMA DESIGN AUTOMATION INC,0.0,7.18,15183.0,109013.94,Information Technology,2011
14380,UNTD,UNITED ONLINE INC.,0.0,5.44,20133.0,109523.52,Information Technology,2011
14381,IGTE,IGATE CORP.,0.0,15.73,7026.0,110518.98,Information Technology,2011
14382,PEGA,PEGASYSTEMS INC,0.0,29.4,3769.0,110808.6,Information Technology,2011
14383,GEOY,GEOEYE INC.,0.0,22.22,5042.0,112033.24,Information Technology,2011
14384,RATE,BANKRATE INC,0.0,21.5,5230.0,112445.0,Information Technology,2011
14385,BBOX,BLACK BOX CORP,0.0,28.04,4090.0,114683.6,Information Technology,2011
14386,SONS,SONUS NETWORKS INC.,0.0,2.4,47934.0,115041.6,Information Technology,2011
14387,CSGS,CSG SYSTEMS INTERNATIONAL INC,0.0,14.71,7861.0,115635.31,Information Technology,2011
14388,MCRL,MICREL INC.,0.0,10.11,11450.0,115759.5,Information Technology,2011
14389,NEWP,NEWPORT CORP.,0.0,13.61,8516.0,115902.76,Information Technology,2011
14390,OPNT,OPNET TECHNOLOGIES INC.,0.0,36.67,3276.0,120130.92,Information Technology,2011
14391,PKE,PARK ELECTROCHEM CORP,0.0,25.62,4699.0,120388.38,Information Technology,2011
14392,QTM,QUANTUM CORP,0.0,2.4,51209.0,122901.6,Information Technology,2011
14393,FSL,FREESCALE SEMICONDUCTOR LTD,0.0,12.65,9855.0,124665.75,Information Technology,2011
14394,TYPE,MONOTYPE IMAGING HOLDINGS INC,0.0,15.59,8117.0,126544.03,Information Technology,2011
14395,DRIV,DIGITAL RIVER INC.,0.0,15.02,8564.0,128631.28,Information Technology,2011
14396,TTMI,TTM TECHNOLOGIES INC,0.0,10.96,11815.0,129492.4,Information Technology,2011
14397,LKI,LINKEDIN CORP CLASS A,0.0,63.01,2064.0,130052.64,Information Technology,2011
14398,HLIT,HARMONIC INC,0.0,5.04,26079.0,131438.16,Information Technology,2011
14399,VRNT,VERINT SYSTEMS INC,0.0,27.54,4822.0,132797.88,Information Technology,2011
14400,CMTL,COMTECH TELECOMMUNICATIONS CORP,0.0,28.62,4660.0,133369.2,Information Technology,2011
14401,SMSC,STANDARD MICROSYSTEMS CORP.,0.0,25.77,5227.0,134699.79,Information Technology,2011
14402,ROG,ROGERS CORP,0.0,36.86,3680.0,135644.8,Information Technology,2011
14403,ELX,EMULEX CORP,0.0,6.86,19938.0,136774.68,Information Technology,2011
14404,DGI,DIGITALGLOBE INC,0.0,17.11,8002.0,136914.22,Information Technology,2011
14405,DDD,3D SYSTEMS CORP,0.0,14.4,9523.0,137131.2,Information Technology,2011
14406,AVX,AVX CORP,0.0,12.76,10950.0,139722.0,Information Technology,2011
14407,UTEK,ULTRATECH INC,0.0,24.57,5723.0,140614.11,Information Technology,2011
14408,ASEI,AMERICAN SCIENCE AND ENGINEERING I,0.0,68.11,2093.0,142554.23,Information Technology,2011
14409,VLTR,VOLTERRA SEMICONDUCTOR CORP.,0.0,25.61,5570.0,142647.7,Information Technology,2011
14410,ATMI,ATMI INC,0.0,20.03,7193.0,144075.79,Information Technology,2011
14411,EBIX,EBIX INC,0.0,22.1,6560.0,144976.0,Information Technology,2011
14412,SSYS,STRATASYS LTD.,0.0,30.41,4812.0,146332.92,Information Technology,2011
14413,RSTI,ROFIN-SINAR TECHNOLOGIES INC.,0.0,22.85,6450.0,147382.5,Information Technology,2011
14414,NTCT,NETSCOUT SYSTEMS INC,0.0,17.6,8490.0,149424.0,Information Technology,2011
14415,LPSN,LIVEPERSON INC,0.0,12.55,11972.0,150248.6,Information Technology,2011
14416,INFN,INFINERA CORP,0.0,6.28,24079.0,151216.12,Information Technology,2011
14417,KLIC,KULICKE AND SOFFA INDUSTRIES INC,0.0,9.25,16361.0,151339.25,Information Technology,2011
14418,TKLC,TEKELEC,0.0,10.93,13993.0,152943.49,Information Technology,2011
14419,SCOR,COMSCORE INC,0.0,21.2,7238.0,153445.6,Information Technology,2011
14420,NSIT,INSIGHT ENTERPRISES INC,0.0,15.29,10058.0,153786.82,Information Technology,2011
14421,BRKS,BROOKS AUTOMATION INC,0.0,10.27,15040.0,154460.8,Information Technology,2011
14422,BSFT,BROADSOFT INC,0.0,30.2,5207.0,157251.4,Information Technology,2011
14423,CEVA,CEVA INC,0.0,30.26,5233.0,158350.58,Information Technology,2011
14424,ELNK,EARTHLINK INC.,0.01,6.44,25018.0,161115.92,Information Technology,2011
14425,LORL,LORAL SPACE AND COMMUNICATIONS INC,0.01,64.88,2487.0,161356.56,Information Technology,2011
14426,LSCC,LATTICE SEMICONDUCTOR CORP,0.01,5.94,27198.0,161556.12,Information Technology,2011
14427,OVTI,OMNIVISION TECHNOLOGIES INC.,0.01,12.23,13293.0,162639.86,Information Technology,2011
14428,KNXA,KENEXA CORP.,0.01,26.7,6104.0,162976.8,Information Technology,2011
14429,SYNT,SYNTEL INC,0.01,46.77,3497.0,163554.69,Information Technology,2011
14430,IRBT,IROBOT CORP,0.01,29.85,5483.0,163667.55,Information Technology,2011
14431,CELL,BRIGHTPOINT INC.,0.01,10.76,15497.0,166747.72,Information Technology,2011
14432,MANT,MANTECH INTERNATIONAL CORP CLASS A,0.01,31.24,5383.0,168164.92,Information Technology,2011
14433,RMBS,RAMBUS INC,0.01,7.55,22468.0,169633.4,Information Technology,2011
14434,SANM,SANMINA-SCI CORP.,0.01,9.31,18305.0,170419.55,Information Technology,2011
14435,DIOD,DIODES INC,0.01,21.3,8018.0,170783.4,Information Technology,2011
14436,WBSN,WEBSENSE INC.,0.01,18.73,9203.0,172372.19,Information Technology,2011
14437,RP,REALPAGE INC,0.01,25.27,6891.0,174135.57,Information Technology,2011
14438,SNX,SYNNEX CORP,0.01,30.46,5728.0,174474.88,Information Technology,2011
14439,LOGM,LOGMEIN INC,0.01,38.55,4628.0,178409.4,Information Technology,2011
14440,SNCR,SYNCHRONOSS TECHNOLOGIES INC,0.01,30.21,6013.0,181652.73,Information Technology,2011
14441,SATS,ECHOSTAR CORP CLASS A,0.01,20.94,8685.0,181863.9,Information Technology,2011
14442,TQNT,TRIQUINT SEMICONDUCTOR INC.,0.01,4.87,37581.0,183019.47,Information Technology,2011
14443,IDTI,INTEGRATED DEVICE TECHNOLOGY INC,0.01,5.46,34009.0,185689.14,Information Technology,2011
14444,BHE,BENCHMARK ELECTRONICS INC,0.01,13.47,13806.0,185966.82,Information Technology,2011
14445,MANH,MANHATTAN ASSOCIATES INC,0.01,40.48,4675.0,189244.0,Information Technology,2011
14446,EPAY,BOTTOMLINE TECHNOLOGIES INC,0.01,23.17,8192.0,189808.64,Information Technology,2011
14447,GRPN,GROUPON INC,0.01,20.63,9214.0,190084.82,Information Technology,2011
14448,EGOV,NIC INC,0.01,13.31,14551.0,193673.81,Information Technology,2011
14449,VECO,VEECO INSTRUMENTS INC,0.01,20.8,9338.0,194230.4,Information Technology,2011
14450,TSRA,TESSERA HOLDING INC,0.01,16.75,11624.0,194702.0,Information Technology,2011
14451,UIS,UNISYS CORP,0.01,19.71,9885.0,194833.35,Information Technology,2011
14452,MSTR,MICROSTRATEGY INC CLASS A,0.01,108.32,1834.0,198658.88,Information Technology,2011
14453,TYL,TYLER TECHNOLOGIES INC,0.01,30.11,6806.0,204928.66,Information Technology,2011
14454,WFR,MEMC ELECTRONIC MATERIALS INC.,0.01,3.94,52775.0,207933.5,Information Technology,2011
14455,OPEN,OPENTABLE INC,0.01,39.13,5385.0,210715.05,Information Technology,2011
14456,FIRE,SOURCEFIRE,0.01,32.38,6544.0,211894.72,Information Technology,2011
14457,IPGP,IPG PHOTONICS CORP,0.01,33.87,6304.0,213516.48,Information Technology,2011
14458,POWI,POWER INTEGRATIONS INC,0.01,33.16,6564.0,217662.24,Information Technology,2011
14459,IIVI,II VI INC,0.01,18.36,11873.0,217988.28,Information Technology,2011
14460,SYNA,SYNAPTICS INC,0.01,30.15,7312.0,220456.8,Information Technology,2011
14461,ACIW,ACI WORLDWIDE INC,0.01,28.64,7700.0,220528.0,Information Technology,2011
14462,SCSC,SCANSOURCE INC,0.01,36.0,6142.0,221112.0,Information Technology,2011
14463,PLXS,PLEXUS CORP,0.01,27.38,8105.0,221914.9,Information Technology,2011
14464,TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,0.01,13.55,16747.0,226921.85,Information Technology,2011
14465,ACXM,ACXIOM CORP,0.01,12.21,18640.0,227594.4,Information Technology,2011
14466,VHC,VIRNETX HOLDING CORP,0.01,24.97,9287.0,231896.39,Information Technology,2011
14467,CRUS,CIRRUS LOGIC INC,0.01,15.85,15199.0,240904.15,Information Technology,2011
14468,QSFT,QUEST SOFTWARE INC.,0.01,18.6,12990.0,241614.0,Information Technology,2011
14469,RNOW,RIGHTNOW TECHNOLOGIES INC,0.01,42.73,5666.0,242108.18,Information Technology,2011
14470,N,NETSUITE INC.,0.01,40.55,6224.0,252383.2,Information Technology,2011
14471,BCSI,BLUE COAT SYSTEMS INC,0.01,25.45,9932.0,252769.4,Information Technology,2011
14472,TRAK,DEALERTRACK TECHNOLOGIES INC.,0.01,27.26,9362.0,255208.12,Information Technology,2011
14473,CIEN,CIENA CORP,0.01,12.1,21777.0,263501.7,Information Technology,2011
14474,ENTG,ENTEGRIS INC,0.01,8.72,30804.0,268764.9,Information Technology,2011
14475,COHR,COHERENT INC,0.01,52.27,5397.0,282101.19,Information Technology,2011
14476,NTGR,NETGEAR INC,0.01,33.57,8409.0,282290.13,Information Technology,2011
14477,BLKB,BLACKBAUD INC,0.01,27.7,10209.0,282789.3,Information Technology,2011
14478,PMCS,PMC-SIERRA INC.,0.01,5.51,53446.0,294487.46,Information Technology,2011
14479,PRGS,PROGRESS SOFTWARE CORP,0.01,19.35,15350.0,297022.5,Information Technology,2011
14480,VSH,VISHAY INTERTECHNOLOGY INC,0.01,8.99,33072.0,297317.28,Information Technology,2011
14481,MENT,MENTOR GRAPHICS CORP,0.01,13.56,22025.0,298659.0,Information Technology,2011
14482,ISIL,INTERSIL CORP. CL A,0.01,10.44,28753.0,300181.32,Information Technology,2011
14483,ARRS,ARRIS GROUP INC.,0.01,10.82,28370.0,306963.4,Information Technology,2011
14484,IRF,INTERNATIONAL RECTIFIER CORP.,0.01,19.42,15952.0,309787.84,Information Technology,2011
14485,CAVM,CAVIUM INC,0.01,28.43,11037.0,313781.91,Information Technology,2011
14486,JDAS,JDA SOFTWARE GROUP INC.,0.01,32.39,9696.0,314053.44,Information Technology,2011
14487,SAPE,SAPIENT CORP.,0.01,12.6,25039.0,315491.4,Information Technology,2011
14488,OLED,UNIVERSAL DISPLAY CORP,0.01,36.69,8793.0,322615.17,Information Technology,2011
14489,MSCC,MICROSEMI CORP,0.01,16.75,19783.0,331365.25,Information Technology,2011
14490,MKSI,MKS INSTRUMENTS INC,0.01,27.82,11974.0,333116.68,Information Technology,2011
14491,TLAB,TELLABS INC.,0.01,4.04,82900.0,334916.0,Information Technology,2011
14492,AZPN,ASPEN TECHNOLOGY INC,0.01,17.35,19370.0,336069.5,Information Technology,2011
14493,AOL,AOL INC,0.01,15.1,22276.0,336367.6,Information Technology,2011
14494,CACI,CACI INTERNATIONAL INC CLASS A,0.01,55.92,6042.0,337868.64,Information Technology,2011
14495,CGNX,COGNEX CORP,0.01,35.79,9497.0,339897.63,Information Technology,2011
14496,RFMD,RF MICRO DEVICES INC.,0.01,5.4,63143.0,340972.2,Information Technology,2011
14497,FNSR,FINISAR CORP,0.01,16.75,20516.0,343540.42,Information Technology,2011
14498,ABVT,ABOVENET INC.,0.01,65.01,5313.0,345398.13,Information Technology,2011
14499,CYMI,CYMER INC.,0.01,49.76,6975.0,347076.0,Information Technology,2011
14500,DST,DST SYSTEMS INC,0.01,45.52,7625.0,347090.0,Information Technology,2011
14501,FCS,FAIRCHILD SEMICONDUCTOR INTERNATIO,0.01,12.04,29202.0,351592.08,Information Technology,2011
14502,HITT,HITTITE MICROWAVE CORP,0.01,49.38,7161.0,353610.18,Information Technology,2011
14503,PLT,PLANTRONICS INC,0.01,35.64,9959.0,354938.76,Information Technology,2011
14504,ACTG,ACACIA RESEARCH CORP,0.01,36.51,9770.0,356702.7,Information Technology,2011
14505,QLG,QLOGIC,0.01,15.0,23999.0,359985.0,Information Technology,2011
14506,ARUN,ARUBA NETWORKS INC.,0.01,18.52,19486.0,360880.72,Information Technology,2011
14507,FEIC,FEI CO.,0.01,40.78,8866.0,361555.48,Information Technology,2011
14508,TLEO,TALEO CORP CL A,0.01,38.69,9388.0,363221.72,Information Technology,2011
14509,SWI,SOLARWINDS INC,0.01,27.95,13047.0,364663.65,Information Technology,2011
14510,DLB,DOLBY LABORATORIES INC CLASS A,0.01,30.51,12141.0,370421.91,Information Technology,2011
14511,SMTC,SEMTECH CORP,0.01,24.82,14932.0,370612.24,Information Technology,2011
14512,APKT,ACME PACKET INC.,0.01,30.91,12233.0,378122.03,Information Technology,2011
14513,VSAT,VIASAT INC,0.01,46.12,8286.0,382150.32,Information Technology,2011
14514,ULTI,ULTIMATE SOFTWARE GROUP INC,0.01,65.12,5923.0,385705.76,Information Technology,2011
14515,QLIK,QLIK TECHNOLOGIES INC.,0.01,24.2,16071.0,388918.2,Information Technology,2011
14516,AXE,ANIXTER INTERNATIONAL INC,0.01,59.64,6642.0,396128.88,Information Technology,2011
14517,CPWR,COMPUWARE CORP.,0.01,8.32,49899.0,415159.68,Information Technology,2011
14518,SLAB,SILICON LABORATORIES INC,0.01,43.42,9573.0,415659.66,Information Technology,2011
14519,CVLT,COMMVAULT SYSTEMS INC,0.01,42.72,10076.0,430446.72,Information Technology,2011
14520,ADTN,ADTRAN INC,0.01,30.16,14791.0,446096.56,Information Technology,2011
14521,DBD,DIEBOLD NIXDORF INC,0.01,30.07,14921.0,448674.47,Information Technology,2011
14522,IDCC,INTERDIGITAL INC,0.01,43.57,10343.0,450644.51,Information Technology,2011
14523,TDT,TECH DATA CORP,0.02,49.41,9933.0,490789.53,Information Technology,2011
14524,PMTC,PARAMETRIC TECHNOLOGY CORP.,0.02,18.26,27192.0,496525.92,Information Technology,2011
14525,CNQR,CONCUR TECHNOLOGIES INC.,0.02,50.79,10212.0,518667.48,Information Technology,2011
14526,UNS1,VIAVI SOLUTIONS INC,0.02,10.44,51959.0,542451.96,Information Technology,2011
14527,CREE,CREE INC,0.02,22.04,24980.0,550559.2,Information Technology,2011
14528,BRCD,BROCADE COMMUNICATIONS SYSTEMS INC,0.02,5.19,107872.0,559855.68,Information Technology,2011
14529,NSR,NEUSTAR INC CLASS A,0.02,34.17,16686.0,570160.62,Information Technology,2011
14530,TER,TERADYNE INC,0.02,13.63,42327.0,576917.01,Information Technology,2011
14531,CY,CYPRESS SEMICONDUCTOR CORP,0.02,16.89,35280.0,595879.2,Information Technology,2011
14532,FTNT,FORTINET INC,0.02,21.81,27370.0,596939.7,Information Technology,2011
14533,NCR,NCR CORP,0.02,16.46,36350.0,598321.0,Information Technology,2011
14534,ARBA,ARIBA INC,0.02,28.08,22041.0,618911.28,Information Technology,2011
14535,ROVI,ROVI CORP.,0.02,24.58,25815.0,634532.7,Information Technology,2011
14536,CDNS,CADENCE DESIGN SYSTEMS INC,0.02,10.4,61612.0,640764.8,Information Technology,2011
14537,NVLS,NOVELLUS SYSTEMS INC.,0.02,41.29,15898.0,656428.42,Information Technology,2011
14538,PLCM,POLYCOM INC.,0.02,16.3,40449.0,659318.7,Information Technology,2011
14539,IM,INGRAM MICRO CL A,0.02,18.19,36737.0,668246.03,Information Technology,2011
14540,SWKS,SKYWORKS SOLUTIONS INC,0.02,16.22,43347.0,703088.34,Information Technology,2011
14541,SLH,SOLERA HOLDINGS INC.,0.02,44.54,16157.0,719632.78,Information Technology,2011
14542,MOLX,MOLEX INC.,0.02,23.86,30908.0,737464.88,Information Technology,2011
14543,IAC,IAC INTERACTIVE,0.02,42.6,17352.0,739195.2,Information Technology,2011
14544,AMD,ADVANCED MICRO DEVICES INC,0.02,5.4,140301.0,757625.4,Information Technology,2011
14545,SFSF,SUCCESSFACTORS,0.02,39.87,19075.0,760520.25,Information Technology,2011
14546,IT,GARTNER INC,0.02,34.77,22240.0,773284.8,Information Technology,2011
14547,NETL,NETLOGIC MICROSYSTEMS,0.02,49.57,15603.0,773440.71,Information Technology,2011
14548,LSI,LSI CORP,0.02,5.95,130863.0,778634.85,Information Technology,2011
14549,ON,ON SEMICONDUCTOR CORP,0.02,7.72,101500.0,783580.0,Information Technology,2011
14550,LDOS,SAIC INC,0.03,12.29,65876.0,809616.04,Information Technology,2011
14551,RVBD,RIVERBED TECHNOLOGY INC,0.03,23.5,35096.0,824756.0,Information Technology,2011
14552,PAY,VERIFONE SYSTEMS INC,0.03,35.52,23322.0,828397.44,Information Technology,2011
14553,CSC,COMPUTER SCIENCES CORP,0.03,23.7,35456.0,840307.2,Information Technology,2011
14554,ATML,ATMEL CORP.,0.03,8.1,104594.0,847211.4,Information Technology,2011
14555,MCRS,MICROS SYSTEMS INC,0.03,46.58,18539.0,863546.62,Information Technology,2011
14556,JBL,JABIL INC,0.03,19.66,44013.0,865295.58,Information Technology,2011
14557,INFA,INFORMATICA CORP.,0.03,36.93,24182.0,893041.26,Information Technology,2011
14558,TIBX,TIBCO SOFTWARE INC.,0.03,23.91,37928.0,906858.48,Information Technology,2011
14559,HRS,HARRIS CORP,0.03,36.04,27110.0,977044.4,Information Technology,2011
14560,ARW,ARROW ELECTRONICS INC,0.03,37.41,26411.0,988035.51,Information Technology,2011
14561,RAX,RACKSPACE HOSTING INC,0.03,43.01,23554.0,1013057.54,Information Technology,2011
14562,LRCX,LAM RESEARCH CORP,0.03,37.02,28460.0,1053589.2,Information Technology,2011
14563,EQIX,EQUINIX REIT INC,0.03,101.4,10704.0,1085385.6,Information Technology,2011
14564,AVT,AVNET INC,0.03,31.09,34921.0,1085693.89,Information Technology,2011
14565,SBAC,SBA COMMUNICATIONS CORP CLASS A,0.03,42.96,25910.0,1113093.6,Information Technology,2011
14566,DOX,AMDOCS LTD,0.04,28.53,39932.0,1139259.96,Information Technology,2011
14567,ATVI,ACTIVISION BLIZZARD INC,0.04,12.32,96774.0,1192255.68,Information Technology,2011
14568,ANSS,ANSYS INC,0.04,57.28,20984.0,1201963.52,Information Technology,2011
14569,MU,MICRON TECHNOLOGY INC,0.04,6.29,198250.0,1246992.5,Information Technology,2011
14570,AVGO,AVAGO TECHNOLOGIES LTD,0.04,28.86,43733.0,1262134.38,Information Technology,2011
14571,VRSN,VERISIGN INC,0.04,35.72,36360.0,1298779.2,Information Technology,2011
14572,BMC,BMC SOFTWARE INC.,0.04,32.78,40429.0,1325262.62,Information Technology,2011
14573,NUAN,NUANCE COMMUNICATIONS INC,0.04,25.16,54455.0,1370087.8,Information Technology,2011
14574,AKAM,AKAMAI TECHNOLOGIES INC,0.04,32.28,42676.0,1377581.28,Information Technology,2011
14575,LLTC,LINEAR TECHNOLOGY CORP,0.05,30.03,52051.0,1563091.53,Information Technology,2011
14576,EA,ELECTRONIC ARTS INC,0.05,20.6,75989.0,1565373.4,Information Technology,2011
14577,ADSK,AUTODESK INC,0.05,30.33,52528.0,1593174.24,Information Technology,2011
14578,MCHP,MICROCHIP TECHNOLOGY INC,0.05,36.63,43534.0,1594650.42,Information Technology,2011
14579,MRVL,MARVELL TECHNOLOGY GROUP LTD,0.05,13.85,116111.0,1608137.35,Information Technology,2011
14580,VMW,VMWARE INC CLASS A,0.05,83.19,19364.0,1610891.16,Information Technology,2011
14581,WDC,WESTERN DIGITAL CORP,0.05,30.95,53114.0,1643878.3,Information Technology,2011
14582,APH,AMPHENOL CORP CLASS A,0.05,45.39,37885.0,1719600.15,Information Technology,2011
14583,MXIM,MAXIM INTEGRATED PRODUCTS INC,0.05,26.04,67510.0,1757960.4,Information Technology,2011
14584,CA,CA INC,0.06,20.22,87678.0,1772410.77,Information Technology,2011
14585,RHT,RED HAT INC,0.06,41.29,44117.0,1821590.93,Information Technology,2011
14586,KLAC,KLA TENCOR CORP,0.06,48.25,38372.0,1851449.0,Information Technology,2011
14587,TDC,TERADATA CORP,0.06,48.51,38585.0,1871758.35,Information Technology,2011
14588,NVDA,NVIDIA CORP,0.06,13.86,137205.0,1901661.3,Information Technology,2011
14589,FFIV,F5 NETWORKS INC,0.06,106.12,18534.0,1966828.08,Information Technology,2011
14590,MMI,MOTOROLA MOBILITY HOLDINGS INC.,0.07,38.8,59599.0,2312441.2,Information Technology,2011
14591,ADI,ANALOG DEVICES INC,0.08,35.78,68478.0,2450142.84,Information Technology,2011
14592,JNPR,JUNIPER NETWORKS INC,0.08,20.41,121833.0,2486611.53,Information Technology,2011
14593,CTXS,CITRIX SYSTEMS INC,0.08,60.72,42969.0,2609077.68,Information Technology,2011
14594,SNDK,SANDISK CORP,0.08,49.21,54478.0,2680862.38,Information Technology,2011
14595,SYMC,SYMANTEC CORP,0.08,15.65,172677.0,2702395.05,Information Technology,2011
14596,ALTR,ALTERA CORP,0.09,37.1,73640.0,2732044.0,Information Technology,2011
14597,CCI,CROWN CASTLE INTERNATIONAL REIT CO,0.09,44.8,66378.0,2973734.4,Information Technology,2011
14598,NTAP,NETAPP INC,0.1,36.27,84071.0,3049255.17,Information Technology,2011
14599,CRM,SALESFORCE.COM INC,0.1,101.46,30597.0,3104371.62,Information Technology,2011
14600,MSI,MOTOROLA SOLUTIONS INC,0.1,46.29,68744.0,3182159.76,Information Technology,2011
14601,AMAT,APPLIED MATERIAL INC,0.1,10.71,301266.0,3226558.86,Information Technology,2011
14602,ADBE,ADOBE SYSTEM INC,0.1,28.27,115284.0,3259078.68,Information Technology,2011
14603,BRCM,BROADCOM CORP CLASS A,0.11,29.36,122521.0,3597216.56,Information Technology,2011
14604,INTU,INTUIT INC,0.11,52.59,69150.0,3636598.5,Information Technology,2011
14605,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,0.14,64.31,69525.0,4471152.75,Information Technology,2011
14606,GLW,CORNING INC,0.15,12.98,358769.0,4656821.62,Information Technology,2011
14607,AABA,ALTABA INC,0.15,16.13,297755.0,4802788.15,Information Technology,2011
14608,AMT,AMERICAN TOWER CORP.,0.17,60.01,90642.0,5439426.42,Information Technology,2011
14609,DELL,DELL INC.,0.17,14.63,374520.0,5479227.6,Information Technology,2011
14610,TXN,TEXAS INSTRUMENT INC,0.24,29.11,265350.0,7724338.5,Information Technology,2011
14611,EMC,EMC CORP,0.32,21.54,470189.0,10127871.06,Information Technology,2011
14612,HPQ,HEWLETT PACKARD,0.36,25.76,454050.0,11696328.0,Information Technology,2011
14613,QCI,QUALCOMM INC,0.65,54.7,381504.0,20868268.8,Information Technology,2011
14614,ORCL,ORACLE CORP,0.7,25.65,877690.0,22512748.5,Information Technology,2011
14615,CSCO,CISCO SYSTEMS INC,0.71,18.08,1256843.0,22723721.44,Information Technology,2011
14616,INCO,INTEL CORPORATION CORP,0.92,24.25,1211555.0,29380208.75,Information Technology,2011
14617,GOOGL,GOOGLE INC CLASS A,1.16,645.9,57505.0,37142479.5,Information Technology,2011
14618,MSFT,MICROSOFT CORP,1.37,25.96,1695709.0,44020605.64,Information Technology,2011
14619,IBM,INTERNATIONAL BUSINESS MACHINES CO,1.59,183.88,276768.0,50892099.84,Information Technology,2011
14620,AAPL*,APPLE INC,2.67,405.0,211309.0,85580145.0,Information Technology,2011
14621,XLNX,XILINX INC,0.06,32.06,60708.0,1946298.48,Information Technology,2011
14622,WIFI,BOINGO WIRELESS INC,0.0,8.6,1319.0,11343.4,Utilities,2011
14623,GSAT,GLOBALSTAR VOTING INC,0.0,0.54,23239.0,12549.06,Utilities,2011
14624,TWER,TOWERSTREAM CORP,0.0,2.1,9538.0,20029.8,Utilities,2011
14625,FRP,FAIRPOINT COMMUNICATIONS INC,0.0,4.33,4906.0,21242.98,Utilities,2011
14626,ORBC,ORBCOMM INC,0.0,2.99,7867.0,23522.33,Utilities,2011
14627,GNE,GENIE ENERGY LTD CLASS B,0.0,7.93,3165.0,25098.45,Utilities,2011
14628,PIKE,PIKE CORP,0.0,7.19,3687.0,26509.53,Utilities,2011
14629,CWCO,CONSOLIDATED WATER LTD,0.0,8.58,3312.0,28416.96,Utilities,2011
14630,IDT,IDT CORP CLASS B,0.0,9.38,3165.0,29687.7,Utilities,2011
14631,PNNW,PENNICHUCK CORP.,0.0,28.83,1059.0,30530.97,Utilities,2011
14632,SAAS,INCONTACT INC.,0.0,4.43,6971.0,30881.53,Utilities,2011
14633,ALSK,ALASKA COMMUNICATIONS SYSTEMS GROU,0.0,3.01,10266.0,30900.66,Utilities,2011
14634,ARTNA,ARTESIAN RESOURCES CORP CLASS A,0.0,18.83,1674.0,31521.42,Utilities,2011
14635,HTCO,HICKORY TECH CORP.,0.0,11.08,3047.0,33760.76,Utilities,2011
14636,SURW,SUREWEST COMMUNICATIONS,0.0,12.03,3202.0,38520.06,Utilities,2011
14637,EGHT,8X8 INC,0.0,3.17,14105.0,44712.85,Utilities,2011
14638,CBEY,CBEYOND INC,0.0,8.01,6339.0,50775.39,Utilities,2011
14639,YORW,YORK WATER,0.0,17.64,2882.0,50838.48,Utilities,2011
14640,LMOS,LUMOS NETWORKS CORP,0.0,15.34,3404.0,52217.36,Utilities,2011
14641,CTWS,CONNECTICUT WATER SERVICE INC,0.0,27.13,1946.0,52794.98,Utilities,2011
14642,SHEN,SHENANDOAH TELECOMMUNICATIONS,0.0,10.48,5395.0,56539.6,Utilities,2011
14643,DYNIQ,DYNEGY INC.,0.0,2.77,23393.0,64798.61,Utilities,2011
14644,MSEX,MIDDLESEX WATER,0.0,18.66,3541.0,66075.06,Utilities,2011
14645,N3RN,NTELOS HOLDINGS,0.0,20.38,3404.0,69373.52,Utilities,2011
14646,USMO,USA MOBILITY INC.,0.0,13.87,5026.0,69710.62,Utilities,2011
